"Time (s) Run #1","Geiger Counts (counts/sample) Run #1","Time (s) Run #2","Geiger Counts (counts/sample) Run #2","Time (s) Run #3","Geiger Counts (counts/sample) Run #3"
,,209.400,0,,
,,209.600,0,,
,,209.800,0,,
,,210.000,1,,
,,210.200,0,,
,,210.400,0,,
,,210.600,0,,
,,210.800,0,,
,,211.000,1,,
,,211.200,0,,
,,211.400,0,,
,,211.600,0,,
,,211.800,0,,
,,212.000,0,,
,,212.200,1,,
,,212.400,0,,
,,212.600,0,,
,,212.800,0,,
,,213.000,0,,
,,213.200,0,,
,,213.400,0,,
,,213.600,0,,
,,213.800,0,,
,,214.000,0,,
,,214.200,0,,
,,214.400,0,,
,,214.600,0,,
,,214.800,0,,
,,215.000,0,,
,,215.200,0,,
,,215.400,0,,
,,215.600,0,,
,,215.800,0,,
,,216.000,0,,
,,216.200,0,,
,,216.400,0,,
,,216.600,1,,
,,216.800,0,,
,,217.000,0,,
,,217.200,0,,
,,217.400,0,,
,,217.600,0,,
,,217.800,0,,
,,218.000,0,,
,,218.200,0,,
,,218.400,0,,
,,218.600,0,,
,,218.800,1,,
,,219.000,0,,
,,219.200,0,,
,,219.400,0,,
,,219.600,1,,
,,219.800,0,,
,,220.000,0,,
,,220.200,0,,
,,220.400,0,,
,,220.600,0,,
,,220.800,0,,
,,221.000,0,,
,,221.200,0,,
,,221.400,0,,
,,221.600,0,,
,,221.800,0,,
,,222.000,0,,
,,222.200,0,,
,,222.400,0,,
,,222.600,0,,
,,222.800,0,,
,,223.000,0,,
,,223.200,0,,
,,223.400,0,,
,,223.600,0,,
,,223.800,0,,
,,224.000,0,,
,,224.200,0,,
,,224.400,0,,
,,224.600,0,,
,,224.800,0,,
,,225.000,0,,
,,225.200,0,,
,,225.400,0,,
,,225.600,0,,
,,225.800,0,,
,,226.000,0,,
,,226.200,0,,
,,226.400,0,,
,,226.600,0,,
,,226.800,0,,
,,227.000,0,,
,,227.200,0,,
,,227.400,0,,
,,227.600,0,,
,,227.800,0,,
,,228.000,0,,
,,228.200,0,,
,,228.400,0,,
,,228.600,0,,
,,228.800,0,,
,,229.000,0,,
,,229.200,0,,
,,229.400,0,,
,,229.600,0,,
,,229.800,0,,
,,230.000,0,,
,,230.200,0,,
,,230.400,0,,
,,230.600,0,,
,,230.800,0,,
,,231.000,0,,
,,231.200,0,,
,,231.400,0,,
,,231.600,0,,
,,231.800,1,,
,,232.000,0,,
,,232.200,1,,
,,232.400,0,,
,,232.600,0,,
,,232.800,0,,
,,233.000,0,,
,,233.200,0,,
,,233.400,1,,
,,233.600,0,,
,,233.800,0,,
,,234.000,0,,
,,234.200,0,,
,,234.400,0,,
,,234.600,0,,
,,234.800,0,,
,,235.000,0,,
,,235.200,0,,
,,235.400,0,,
,,235.600,0,,
,,235.800,0,,
,,236.000,0,,
,,236.200,0,,
,,236.400,0,,
,,236.600,0,,
,,236.800,0,,
,,237.000,0,,
,,237.200,0,,
,,237.400,0,,
,,237.600,0,,
,,237.800,1,,
,,238.000,0,,
,,238.200,0,,
,,238.400,0,,
,,238.600,0,,
,,238.800,0,,
,,239.000,1,,
,,239.200,0,,
,,239.400,0,,
,,239.600,0,,
,,239.800,0,,
,,240.000,0,,
,,240.200,0,,
,,240.400,0,,
,,240.600,0,,
,,240.800,0,,
,,241.000,0,,
,,241.200,0,,
,,241.400,1,,
,,241.600,0,,
,,241.800,1,,
,,242.000,0,,
,,242.200,0,,
,,242.400,0,,
,,242.600,0,,
,,242.800,0,,
,,243.000,0,,
,,243.200,0,,
,,243.400,0,,
,,243.600,0,,
,,243.800,0,,
,,244.000,0,,
,,244.200,0,,
,,244.400,1,,
,,244.600,0,,
,,244.800,0,,
,,245.000,0,,
,,245.200,0,,
,,245.400,0,,
,,245.600,0,,
,,245.800,0,,
,,246.000,0,,
,,246.200,0,,
,,246.400,0,,
,,246.600,0,,
,,246.800,0,,
,,247.000,0,,
,,247.200,0,,
,,247.400,0,,
,,247.600,0,,
,,247.800,0,,
,,248.000,0,,
,,248.200,0,,
,,248.400,0,,
,,248.600,0,,
,,248.800,0,,
,,249.000,0,,
,,249.200,0,,
,,249.400,0,,
,,249.600,0,,
,,249.800,0,,
,,250.000,0,,
,,250.200,1,,
,,250.400,0,,
,,250.600,0,,
,,250.800,0,,
,,251.000,0,,
,,251.200,0,,
,,251.400,0,,
,,251.600,0,,
,,251.800,0,,
,,252.000,1,,
,,252.200,1,,
,,252.400,0,,
,,252.600,0,,
,,252.800,0,,
,,253.000,0,,
,,253.200,0,,
,,253.400,0,,
,,253.600,0,,
,,253.800,0,,
,,254.000,0,,
,,254.200,0,,
,,254.400,0,,
,,254.600,0,,
,,254.800,0,,
,,255.000,0,,
,,255.200,0,,
,,255.400,0,,
,,255.600,0,,
,,255.800,0,,
,,256.000,0,,
,,256.200,0,,
,,256.400,0,,
,,256.600,0,,
,,256.800,0,,
,,257.000,1,,
,,257.200,0,,
,,257.400,0,,
,,257.600,0,,
,,257.800,0,,
,,258.000,0,,
,,258.200,0,,
,,258.400,0,,
,,258.600,0,,
,,258.800,0,,
,,259.000,0,,
,,259.200,0,,
,,259.400,0,,
,,259.600,0,,
,,259.800,0,,
,,260.000,0,,
,,260.200,0,,
,,260.400,0,,
,,260.600,0,,
,,260.800,0,,
,,261.000,0,,
,,261.200,0,,
,,261.400,0,,
,,261.600,0,,
,,261.800,0,,
,,262.000,0,,
,,262.200,0,,
,,262.400,0,,
,,262.600,0,,
,,262.800,0,,
,,263.000,0,,
,,263.200,0,,
,,263.400,0,,
,,263.600,0,,
,,263.800,0,,
,,264.000,1,,
,,264.200,0,,
,,264.400,1,,
,,264.600,0,,
,,264.800,0,,
,,265.000,0,,
,,265.200,0,,
,,265.400,0,,
,,265.600,0,,
,,265.800,0,,
,,266.000,0,,
,,266.200,0,,
,,266.400,0,,
,,266.600,0,,
,,266.800,0,,
,,267.000,0,,
,,267.200,0,,
,,267.400,0,,
,,267.600,0,,
,,267.800,0,,
,,268.000,0,,
,,268.200,0,,
,,268.400,0,,
,,268.600,0,,
,,268.800,0,,
,,269.000,0,,
,,269.200,0,,
,,269.400,0,,
,,269.600,0,,
,,269.800,0,,
,,270.000,0,,
,,270.200,0,,
,,270.400,0,,
,,270.600,0,,
,,270.800,0,,
,,271.000,0,,
,,271.200,0,,
,,271.400,0,,
,,271.600,0,,
,,271.800,0,,
,,272.000,0,,
,,272.200,0,,
,,272.400,0,,
,,272.600,0,,
,,272.800,0,,
,,273.000,0,,
,,273.200,0,,
,,273.400,0,,
,,273.600,0,,
,,273.800,0,,
,,274.000,0,,
,,274.200,0,,
,,274.400,0,,
,,274.600,0,,
,,274.800,0,,
,,275.000,0,,
,,275.200,0,,
,,275.400,0,,
,,275.600,0,,
,,275.800,0,,
,,276.000,0,,
,,276.200,0,,
,,276.400,0,,
,,276.600,0,,
,,276.800,0,,
,,277.000,0,,
,,277.200,0,,
,,277.400,0,,
,,277.600,0,,
,,277.800,0,,
,,278.000,0,,
,,278.200,0,,
,,278.400,0,,
,,278.600,0,,
,,278.800,0,,
,,279.000,0,,
,,279.200,0,,
,,279.400,0,,
,,279.600,1,,
,,279.800,0,,
,,280.000,0,,
,,280.200,0,,
,,280.400,0,,
,,280.600,0,,
,,280.800,0,,
,,281.000,0,,
,,281.200,0,,
,,281.400,0,,
,,281.600,0,,
,,281.800,0,,
,,282.000,0,,
,,282.200,0,,
,,282.400,0,,
,,282.600,0,,
,,282.800,0,,
,,283.000,0,,
,,283.200,0,,
,,283.400,0,,
,,283.600,0,,
,,283.800,0,,
,,284.000,0,,
,,284.200,0,,
,,284.400,0,,
,,284.600,0,,
,,284.800,0,,
,,285.000,0,,
,,285.200,0,,
,,285.400,0,,
,,285.600,0,,
,,285.800,0,,
,,286.000,0,,
,,286.200,0,,
,,286.400,1,,
,,286.600,0,,
,,286.800,0,,
,,287.000,0,,
,,287.200,0,,
,,287.400,0,,
,,287.600,0,,
,,287.800,0,,
,,288.000,0,,
,,288.200,0,,
,,288.400,0,,
,,288.600,0,,
,,288.800,0,,
,,289.000,0,,
,,289.200,0,,
,,289.400,0,,
,,289.600,0,,
,,289.800,0,,
,,290.000,0,,
,,290.200,0,,
,,290.400,0,,
,,290.600,0,,
,,290.800,0,,
,,291.000,0,,
,,291.200,0,,
,,291.400,0,,
,,291.600,0,,
,,291.800,0,,
,,292.000,0,,
,,292.200,0,,
,,292.400,0,,
,,292.600,0,,
,,292.800,0,,
,,293.000,0,,
,,293.200,0,,
,,293.400,0,,
,,293.600,0,,
,,293.800,0,,
,,294.000,0,,
,,294.200,0,,
,,294.400,0,,
,,294.600,0,,
,,294.800,0,,
,,295.000,0,,
,,295.200,0,,
,,295.400,0,,
,,295.600,0,,
,,295.800,0,,
,,296.000,0,,
,,296.200,0,,
,,296.400,0,,
,,296.600,0,,
,,296.800,0,,
,,297.000,0,,
,,297.200,0,,
,,297.400,0,,
,,297.600,1,,
,,297.800,0,,
,,298.000,0,,
,,298.200,0,,
,,298.400,0,,
,,298.600,0,,
,,298.800,0,,
,,299.000,0,,
,,299.200,0,,
,,299.400,0,,
,,299.600,0,,
,,299.800,0,,
